,run,root,Image1,Image2,IT_root_im1,IT_root_im2,IT_im1_im2,V2_root_im1,V2_root_im2,V2_im1_im2,cat_root,cat_im1,cat_im2,concept_root,concept_im1,concept_im2,V2_im2_minus_im1,IT_im2_minus_im1,IT_most_similar,V2_most_similar,left_right,left_right_root,LeftIm,RightIm,IT_most_similar_lr,V2_most_similar_lr,rew_probs,block_order,sub,resp,lr_root,choice_rt,choice,choice_bin,resp_bin,decision_dur,run_mode,root_times,choice_times,feedback_times,rew,isi_root,isi_choice,iti,bank,choice_incl_late_responses,choice_bin_incl_late_responses,resp_bin_incl_late_responses,choice_rt_incl_late_responses
733,6,265_1.jpg,265_2.jpg,265_3.jpg,-0.23270527600000002,0.621456829,-0.293161386,0.116622724,0.025837528,0.047641607,folder,tumbleweed,hot_tub,Unclassified,plant,container,-0.090785196,0.854162105,im2,im1,left,right,265_2.jpg,265_3.jpg,right,left,1.0,IT,403,2,right,,missed,,,1,behavior,135.416426709,140.4331089690004,144.4331189579989,,3,3,3,20,Image2,1.0,0.0,1.9508509109982697
734,6,284_1.jpg,284_2.jpg,284_3.jpg,-0.312833682,0.775285905,-0.048760335999999994,0.054619912,0.13196021,0.008610198000000001,sparkler,jacket,sparkler,Unclassified,clothing,Unclassified,0.077340298,1.088119587,im2,im2,right,right,284_3.jpg,284_2.jpg,left,left,1.0,IT,403,1,right,0.5416396929995244,Image2,1.0,1.0,1,behavior,148.44968106600027,157.46671584899923,165.48311481899873,1.0,7,7,6,20,Image2,1.0,1.0,0.5416396929995244
735,6,53_1.jpg,53_2.jpg,53_3.jpg,0.105233366,0.830104046,0.066656103,0.014842261,0.075218247,-0.007443374,souffle,guitar,steak,food,musical instrument,Unclassified,0.060375986,0.72487068,im2,im2,left,left,53_2.jpg,53_3.jpg,right,right,1.0,IT,403,2,left,0.4919359979994624,Image2,1.0,0.0,1,behavior,172.50003748899871,178.51639753699965,182.5333760199992,1.0,4,3,3,20,Image2,1.0,0.0,0.4919359979994624
736,6,26_1.jpg,26_2.jpg,26_3.jpg,0.295108621,0.66610451,0.12963106300000002,0.045508951,0.162960042,0.029388252000000004,cross,ferret,hook1,Unclassified,animal,animal,0.117451091,0.37099588899999997,im2,im2,right,right,26_3.jpg,26_2.jpg,left,left,1.0,IT,403,1,right,0.5456745869996666,Image2,1.0,1.0,1,behavior,186.54962739999974,193.56674758400004,199.5831200069988,1.0,5,5,5,20,Image2,1.0,1.0,0.5456745869996666
737,6,262_1.jpg,262_2.jpg,262_3.jpg,-0.154209995,0.69430823,-0.21468469399999998,0.090326418,0.03908569,0.036675928999999996,compost,boar,tortilla,Unclassified,animal,Unclassified,-0.051240728000000006,0.848518225,im2,im1,left,right,262_2.jpg,262_3.jpg,right,left,1.0,IT,403,2,right,0.983707265000703,Image2,1.0,0.0,1,behavior,205.60003952499937,211.61638647399923,215.6333435659999,1.0,4,3,5,20,Image2,1.0,0.0,0.983707265000703
738,6,24_1.jpg,24_2.jpg,24_3.jpg,0.415017325,0.775831713,0.35009624899999997,0.050734005,0.13111641300000001,0.07063687099999999,tank2,candy,water_heater,animal,food,container,0.08038240799999999,0.360814388,im2,im2,left,right,24_2.jpg,24_3.jpg,right,right,1.0,IT,403,2,right,0.5095106839999062,Image2,1.0,0.0,1,behavior,221.64966853799888,228.66669212399938,235.68305936099932,1.0,5,6,5,20,Image2,1.0,0.0,0.5095106839999062
739,6,194_1.jpg,194_2.jpg,194_3.jpg,-0.301807166,0.908994163,-0.275933933,0.062045828,0.149779612,0.05618022,sailboat,leaf,sailboat,vehicle,Unclassified,vehicle,0.08773378400000001,1.210801329,im2,im2,left,left,194_2.jpg,194_3.jpg,right,right,1.0,IT,403,2,left,0.37120865499855427,Image2,1.0,0.0,1,behavior,241.70004267999866,247.71639213100025,252.73343155699877,1.0,4,4,6,20,Image2,1.0,0.0,0.37120865499855427
740,6,227_1.jpg,227_2.jpg,227_3.jpg,0.023208085,0.39009244600000004,-0.164407422,0.203355809,0.06803070900000001,0.087353902,collar,lip_balm,piglet,Unclassified,Unclassified,animal,-0.1353251,0.366884361,im2,im1,left,left,227_2.jpg,227_3.jpg,right,left,1.0,IT,403,2,left,0.5371630160007044,Image2,1.0,0.0,1,behavior,259.74962991199936,263.7668063149995,269.78306147699914,1.0,2,5,5,20,Image2,1.0,0.0,0.5371630160007044
741,6,195_1.jpg,195_2.jpg,195_3.jpg,-0.277694928,0.942830497,-0.21812814600000002,0.045549707,0.145102715,0.04322373400000001,typewriter,badger,typewriter,Unclassified,animal,Unclassified,0.09955300800000001,1.220525425,im2,im2,right,right,195_3.jpg,195_2.jpg,left,left,1.0,IT,403,1,right,0.5277363989989681,Image2,1.0,1.0,1,behavior,275.8000672709986,281.816380577,288.83347042899914,1.0,4,6,2,20,Image2,1.0,1.0,0.5277363989989681
742,6,99_1.jpg,99_2.jpg,99_3.jpg,-0.272876826,0.944867762,-0.259495884,0.038639274,0.19167748,0.06528236700000001,mast,stew,mast,Unclassified,food,Unclassified,0.153038206,1.217744588,im2,im2,right,left,99_3.jpg,99_2.jpg,left,left,1.0,IT,403,1,left,0.67757681600051,Image2,1.0,1.0,1,behavior,291.84974361700006,296.86646693699913,304.88344149600016,1.0,3,7,6,20,Image2,1.0,1.0,0.67757681600051
743,6,175_1.jpg,175_2.jpg,175_3.jpg,-0.29084191,0.692946153,-0.304225546,0.12022044,0.028742756,-0.0034560579999999997,pennant,snow,tuning_fork,Unclassified,Unclassified,Unclassified,-0.091477684,0.983788063,im2,im1,left,right,175_2.jpg,175_3.jpg,right,left,1.0,IT,403,2,right,0.6593914620007126,Image2,1.0,0.0,1,behavior,311.8998255079987,319.9167282139988,326.93313871099963,1.0,6,6,9,20,Image2,1.0,0.0,0.6593914620007126
744,6,287_1.jpg,287_2.jpg,287_3.jpg,-0.37652377600000003,0.7196582159999999,-0.199056385,0.002920984,0.12268756300000001,0.089612785,bagpipe,grapevine,trombone,musical instrument,plant,musical instrument,0.119766579,1.096181992,im2,im2,left,left,287_2.jpg,287_3.jpg,right,right,1.0,IT,403,2,left,0.5055591629989067,Image2,1.0,0.0,1,behavior,336.94998462699914,343.9664706849999,347.98333667599945,1.0,5,3,5,20,Image2,1.0,0.0,0.5055591629989067
745,6,76_1.jpg,76_2.jpg,76_3.jpg,-0.503287873,0.477140225,-0.369857359,-0.011475105,0.096191736,0.027337079,turnstile,slug,limousine,Unclassified,animal,container,0.107666841,0.980428098,im2,im2,right,left,76_3.jpg,76_2.jpg,left,left,1.0,IT,403,1,left,0.8869926240004133,Image2,1.0,1.0,1,behavior,353.99969865099956,358.0167021399993,364.0331303259991,1.0,2,5,4,20,Image2,1.0,1.0,0.8869926240004133
746,6,292_1.jpg,292_2.jpg,292_3.jpg,-0.29641534,0.9252348020000001,-0.316832987,0.058604123,0.11172625800000001,0.062247072,orange,crucifix,grapefruit,fruit,Unclassified,fruit,0.053122135,1.221650142,im2,im2,right,right,292_3.jpg,292_2.jpg,left,left,1.0,IT,403,1,right,0.397570334998818,Image2,1.0,1.0,1,behavior,369.0501052899999,378.066420182,383.08307493899883,1.0,7,4,3,20,Image2,1.0,1.0,0.397570334998818
747,6,1_1.jpg,1_2.jpg,1_3.jpg,-0.19824665600000002,-0.070916541,0.423047743,0.088679801,0.059348649,0.069036748,submarine,sardine,mask,vehicle,Unclassified,clothing,-0.029331152000000003,0.127330115,im2,im1,left,right,1_2.jpg,1_3.jpg,right,left,1.0,IT,403,2,right,0.8116455920007866,Image2,1.0,0.0,1,behavior,387.09982575399954,392.11639725199893,398.1331161319995,1.0,3,5,4,20,Image2,1.0,0.0,0.8116455920007866
748,6,10_1.jpg,10_2.jpg,10_3.jpg,-0.09322928800000001,0.147162109,-0.287273477,0.070119099,0.053486124,0.046782948,bathtub,fox,briefcase,container,animal,container,-0.016632975,0.24039139699999998,im2,im1,right,right,10_3.jpg,10_2.jpg,left,right,1.0,IT,403,2,right,0.7376518840010249,Image1,0.0,0.0,1,behavior,403.1496755419994,411.16679723999914,417.183051390999,0.0,6,5,5,20,Image1,0.0,0.0,0.7376518840010249
749,6,13_1.jpg,13_2.jpg,13_3.jpg,-0.10188828400000001,0.13699979699999998,0.396015026,0.055503447000000004,-0.009598753,0.019792228999999998,sea_urchin,bumper,key,animal,Unclassified,Unclassified,-0.0651022,0.238888081,im2,im1,right,left,13_3.jpg,13_2.jpg,left,right,1.0,IT,403,2,left,0.9597458699990966,Image1,0.0,0.0,1,behavior,423.2000229639998,429.2163850300003,433.2333720869992,0.0,4,3,4,20,Image1,0.0,0.0,0.9597458699990966
750,7,90_1.jpg,90_2.jpg,90_3.jpg,-0.39175535799999994,0.823339328,-0.305955802,0.10050337699999999,0.118317725,0.093308918,bok_choy,flamethrower,pasta,plant,weapon,Unclassified,0.017814347999999994,1.215094686,im2,im2,right,right,90_3.jpg,90_2.jpg,left,left,1.0,V2,403,1,right,0.6644159200004651,Image2,1.0,1.0,1,behavior,1.0163712979992852,5.033022152998456,8.049681724998663,1.0,2,2,2,16,Image2,1.0,1.0,0.6644159200004651
751,7,69_1.jpg,69_2.jpg,69_3.jpg,-0.150998087,0.692838088,0.0018503439999999999,-0.012786038999999999,0.150789072,-0.0073151959999999995,butterfly,crate,flower,animal,container,plant,0.163575111,0.8438361750000001,im2,im2,right,left,69_3.jpg,69_2.jpg,left,left,1.0,V2,403,1,left,0.46244239899897366,Image2,1.0,1.0,1,behavior,11.066662604998783,16.08298800400007,23.10006952599906,1.0,3,6,3,16,Image2,1.0,1.0,0.46244239899897366
752,7,263_1.jpg,263_2.jpg,263_3.jpg,-0.252339407,0.609807379,-0.282784123,0.059865432,0.12468647599999999,0.045900370999999995,souffle,anteater,toast,food,animal,food,0.06482104400000001,0.8621467859999999,im2,im2,left,left,263_2.jpg,263_3.jpg,right,right,1.0,V2,403,2,left,0.5646002969988331,Image2,1.0,0.0,1,behavior,27.116431926999212,32.13309526299963,36.14973615799863,1.0,3,3,3,16,Image2,1.0,0.0,0.5646002969988331
753,7,60_1.jpg,60_2.jpg,60_3.jpg,-0.18635975800000001,0.664168423,-0.110090644,0.06017401,0.040108115,0.044431384000000004,tiara,calf1,shoelace,clothing,animal,Unclassified,-0.020065895,0.8505281809999999,im2,im1,left,right,60_2.jpg,60_3.jpg,right,left,1.0,V2,403,2,right,0.6659937709991937,Image2,1.0,0.0,1,behavior,40.166440662998866,48.18319470899951,52.19980019099967,0.0,6,3,6,16,Image2,1.0,0.0,0.6659937709991937
754,7,57_1.jpg,57_2.jpg,57_3.jpg,-0.146407905,0.578098875,-0.10656716599999999,0.124766229,0.0035804490000000003,0.020216196999999998,ink,ramp,piggy_bank,Unclassified,Unclassified,container,-0.12118578,0.72450678,im2,im1,right,left,57_3.jpg,57_2.jpg,left,right,1.0,V2,403,1,left,0.7043988780005748,Image2,1.0,1.0,1,behavior,59.216699994998635,67.23301736199937,73.24994978699942,0.0,6,5,5,16,Image2,1.0,1.0,0.7043988780005748
755,7,56_1.jpg,56_2.jpg,56_3.jpg,-0.193785254,0.532713526,-0.20278267100000003,0.13136093699999998,0.009871197,0.025994927999999997,cart,ant,pulley,container,animal,Unclassified,-0.12148974,0.72649878,im2,im1,right,right,56_3.jpg,56_2.jpg,left,right,1.0,V2,403,1,right,0.6935484179994091,Image2,1.0,1.0,1,behavior,79.26640951599984,86.28336855599991,93.29970197199873,0.0,5,6,2,16,Image2,1.0,1.0,0.6935484179994091
756,7,269_1.jpg,269_2.jpg,269_3.jpg,-0.20058381600000003,0.661217463,-0.331665074,0.06590503,0.21986792100000002,0.050376425999999995,cookie_sheet,palm_tree,soy_sauce,Unclassified,plant,food,0.153962891,0.8618012789999999,im2,im2,right,right,269_3.jpg,269_2.jpg,left,left,1.0,V2,403,2,right,,missed,,,1,behavior,96.31679061299837,102.33296080799846,108.33297027699882,,4,5,6,16,Image1,0.0,0.0,1.0286548320000293
757,7,167_1.jpg,167_2.jpg,167_3.jpg,-0.065727719,0.7764747040000001,-0.138637877,0.099921796,-0.018859645,0.043717669,cupcake,target,eggnog,Unclassified,sports equipment,food,-0.118781441,0.8422024229999999,im2,im1,left,right,167_2.jpg,167_3.jpg,right,left,1.0,V2,403,2,right,0.7306828259988833,Image2,1.0,0.0,1,behavior,115.3496403879999,122.36667490699983,126.38293210699885,0.0,5,3,3,16,Image2,1.0,0.0,0.7306828259988833
758,7,160_1.jpg,160_2.jpg,160_3.jpg,-0.278594935,0.564382481,-0.260745948,0.03088182,0.015281319,0.067377647,badge,barbed_wire,ribbon,Unclassified,Unclassified,Unclassified,-0.015600501,0.842977416,im2,im1,left,left,160_2.jpg,160_3.jpg,right,left,1.0,V2,403,2,left,0.7209459590012557,Image2,1.0,0.0,1,behavior,130.39975921399855,137.41635392899843,142.4332714229986,0.0,5,4,5,16,Image2,1.0,0.0,0.7209459590012557
759,7,153_1.jpg,153_2.jpg,153_3.jpg,-0.027331404,0.698605193,0.001372948,0.035875491,0.10364117099999999,0.007141465,corkscrew,duckling,ink,tool,animal,Unclassified,0.06776568,0.725936597,im2,im2,left,right,153_2.jpg,153_3.jpg,right,right,1.0,V2,403,2,right,0.5102029580011731,Image2,1.0,0.0,1,behavior,148.44966524399933,156.4667302429989,164.48294378299943,1.0,6,7,5,16,Image2,1.0,0.0,0.5102029580011731
760,7,288_1.jpg,288_2.jpg,288_3.jpg,-0.242571759,0.862691194,-0.25616876,0.004990363,0.155648512,0.050924845,roll,scoreboard,gravy,food,Unclassified,food,0.150658149,1.105262953,im2,im2,left,left,288_2.jpg,288_3.jpg,right,right,1.0,V2,403,2,left,0.4129726760002086,Image2,1.0,0.0,1,behavior,170.50003119899884,178.51640047299952,184.53325102999952,1.0,6,5,3,16,Image2,1.0,0.0,0.4129726760002086
761,7,291_1.jpg,291_2.jpg,291_3.jpg,-0.280324568,0.938095384,-0.205697077,0.047617227000000005,0.077909735,0.036639532999999995,panda,headlight,panda,animal,Unclassified,animal,0.030292508,1.218419952,im2,im2,right,left,291_3.jpg,291_2.jpg,left,left,1.0,V2,403,1,left,0.6187843120005709,Image2,1.0,1.0,1,behavior,188.5496632229988,194.56670218999898,198.58293211199998,1.0,4,3,3,16,Image2,1.0,1.0,0.6187843120005709
762,7,251_1.jpg,251_2.jpg,251_3.jpg,-0.149930374,0.573845807,-0.020333312,0.051120287,0.08836624400000001,0.087017579,rifle,guinea_pig,ukulele,weapon,animal,musical instrument,0.037245957,0.723776181,im2,im2,left,left,251_2.jpg,251_3.jpg,right,right,1.0,V2,403,2,left,0.6091129890010052,Image2,1.0,0.0,1,behavior,202.5997188579986,208.61635175699848,213.6330831389987,1.0,4,4,5,16,Image2,1.0,0.0,0.6091129890010052
763,7,3_1.jpg,3_2.jpg,3_3.jpg,-0.044691113,0.076217862,-0.08701128,0.076088157,0.021192256,0.047162379000000004,bazooka,antelope,highchair,Unclassified,animal,furniture,-0.054895901,0.120908975,im2,im1,right,left,3_3.jpg,3_2.jpg,left,right,1.0,V2,403,2,left,0.7188376909998624,Image1,0.0,0.0,1,behavior,219.64964842599875,225.66670374599926,229.68299304599896,1.0,4,3,4,16,Image1,0.0,0.0,0.7188376909998624
764,7,142_1.jpg,142_2.jpg,142_3.jpg,0.13266423,0.747699291,-0.010393287,0.033774648,0.072919283,0.06259627400000001,wine,recliner,syrup,food,furniture,food,0.039144635,0.6150350609999999,im2,im2,right,right,142_3.jpg,142_2.jpg,left,left,1.0,V2,403,1,right,0.5651297940003133,Image2,1.0,1.0,1,behavior,234.6997324749991,242.7163996849995,248.73329462399852,1.0,6,5,4,16,Image2,1.0,1.0,0.5651297940003133
765,7,39_1.jpg,39_2.jpg,39_3.jpg,-0.24959006399999997,0.22827617100000003,-0.19226769600000002,0.161134733,0.0026386870000000002,0.013350608,latch,fingerprint,stir_fry,Unclassified,Unclassified,Unclassified,-0.158496046,0.477866235,im2,im1,left,left,39_2.jpg,39_3.jpg,right,left,1.0,V2,403,1,left,0.8188939410010789,Image1,0.0,1.0,1,behavior,253.7496677479994,261.76669585999844,265.78307115699863,1.0,6,3,5,16,Image1,0.0,1.0,0.8188939410010789
766,7,113_1.jpg,113_2.jpg,113_3.jpg,0.23156219100000003,0.46686688299999995,0.036872397,0.08223580700000001,0.021292971,0.026542465,doorknocker,cloak,tapestry,Unclassified,clothing,Unclassified,-0.060942835999999986,0.23530469199999998,im2,im1,right,left,113_3.jpg,113_2.jpg,left,right,1.0,V2,403,1,left,0.4974044890004734,Image2,1.0,1.0,1,behavior,271.8000949499983,277.81641368999954,284.8334054679999,0.0,4,6,2,16,Image2,1.0,1.0,0.4974044890004734
767,7,36_1.jpg,36_2.jpg,36_3.jpg,-0.152960886,0.33928512200000005,0.14926685,0.09522053800000001,-0.007765415,0.035902355,nacho,steamroller,notebook,food,vehicle,Unclassified,-0.102985953,0.492246008,im2,im1,left,right,36_2.jpg,36_3.jpg,right,left,1.0,V2,403,1,right,0.5591767539990542,Image1,0.0,1.0,1,behavior,287.8496482649989,296.8666820069993,302.8829392159987,1.0,7,5,4,16,Image1,0.0,1.0,0.5591767539990542
768,7,4_1.jpg,4_2.jpg,4_3.jpg,-0.035711177999999996,0.08665709099999999,0.21270049300000002,0.080137577,0.006687952,0.020658986,rat,hubcap,camera2,animal,Unclassified,animal,-0.073449625,0.122368269,im2,im1,left,right,4_2.jpg,4_3.jpg,right,left,1.0,V2,403,1,right,0.9090339470003528,Image1,0.0,1.0,1,behavior,307.9000494789998,313.91636497999934,318.93328233899956,1.0,4,4,6,16,Image1,0.0,1.0,0.9090339470003528
769,7,22_1.jpg,22_2.jpg,22_3.jpg,0.174827674,0.5429850620000001,0.019359403,0.09891749999999999,0.044685108,0.041595064,router,wetsuit,radar,Unclassified,clothing,Unclassified,-0.054232392,0.368157388,im2,im1,right,left,22_3.jpg,22_2.jpg,left,right,1.0,V2,403,1,left,0.4510979739989125,Image2,1.0,1.0,1,behavior,325.9496693539986,329.9667300969995,333.98290854399966,0.0,2,3,5,16,Image2,1.0,1.0,0.4510979739989125
770,7,258_1.jpg,258_2.jpg,258_3.jpg,-0.10226235199999999,0.624769836,0.048766832,-0.006411718,0.138270934,0.039818028,bucket,ladybug,insole,container,animal,Unclassified,0.14468265200000002,0.727032188,im2,im2,left,left,258_2.jpg,258_3.jpg,right,right,1.0,V2,403,2,left,0.8330480130007345,Image2,1.0,0.0,1,behavior,340.000104879,345.01638605599874,353.0332793469988,1.0,3,7,5,16,Image2,1.0,0.0,0.8330480130007345
771,7,280_1.jpg,280_2.jpg,280_3.jpg,-0.336044795,0.760743555,-0.24293698100000002,0.031802002999999995,0.021905776000000002,0.041216677,paper_towel,root,spam,Unclassified,Unclassified,food,-0.009896227000000004,1.09678835,im2,im1,right,right,280_3.jpg,280_2.jpg,left,right,1.0,V2,403,2,right,0.8554423810001026,Image1,0.0,0.0,1,behavior,359.0496658639986,368.0666590239998,375.08302130299853,1.0,7,6,4,16,Image1,0.0,0.0,0.8554423810001026
772,7,86_1.jpg,86_2.jpg,86_3.jpg,-0.307267224,0.78381535,-0.34235211600000004,-0.014926928999999999,0.09825163199999999,0.026625882000000003,tablet,wheat,binder,Unclassified,food,Unclassified,0.113178561,1.091082574,im2,im2,right,right,86_3.jpg,86_2.jpg,left,left,1.0,V2,403,1,right,0.6295047759995214,Image2,1.0,1.0,1,behavior,380.10007399799906,386.1164306449991,392.1333712529995,1.0,4,5,6,16,Image2,1.0,1.0,0.6295047759995214
773,7,169_1.jpg,169_2.jpg,169_3.jpg,-0.009041584,0.848356668,0.007163851,0.024005949,0.179463016,0.026458747,rose,cuckoo_clock,rose,plant,Unclassified,plant,0.155457067,0.8573982520000001,im2,im2,left,right,169_2.jpg,169_3.jpg,right,right,1.0,V2,403,2,right,0.7317662129989913,Image2,1.0,0.0,1,behavior,399.1496555619997,404.16671303899966,410.1829732589995,1.0,3,5,9,16,Image2,1.0,0.0,0.7317662129989913
774,7,105_1.jpg,105_2.jpg,105_3.jpg,0.255740213,0.383517492,0.274794765,0.111534107,0.021483966,0.031470812,badge,gate,filing_cabinet,Unclassified,Unclassified,furniture,-0.090050141,0.12777727900000002,im2,im1,left,left,105_2.jpg,105_3.jpg,right,left,1.0,V2,403,1,left,0.8097713110000768,Image1,0.0,1.0,1,behavior,420.2000877399987,426.2163881329998,432.2332697039983,1.0,4,5,5,16,Image1,0.0,1.0,0.8097713110000768
775,8,89_1.jpg,89_2.jpg,89_3.jpg,-0.203719459,0.8905981540000001,-0.10601736699999999,-0.005099286,0.14798114,0.005484246999999999,grapefruit,gate,grapefruit,fruit,Unclassified,fruit,0.15308042600000002,1.094317613,im2,im2,right,right,89_3.jpg,89_2.jpg,left,left,1.0,V2,403,1,right,0.5077905439993629,Image2,1.0,1.0,1,behavior,1.0161954509985662,6.032938664999165,9.04964068299887,1.0,3,2,2,12,Image2,1.0,1.0,0.5077905439993629
776,8,254_1.jpg,254_2.jpg,254_3.jpg,-0.09741421800000001,0.6376924860000001,-0.161188764,0.052919874000000006,0.142204416,0.08521014699999999,sundial,caterpillar,birdbath,Unclassified,animal,container,0.089284542,0.7351067039999999,im2,im2,right,left,254_3.jpg,254_2.jpg,left,left,1.0,V2,403,1,left,0.505369669999709,Image2,1.0,1.0,1,behavior,12.066228735999175,20.08327963299962,27.099561621000248,1.0,6,6,4,12,Image2,1.0,1.0,0.505369669999709
777,8,171_1.jpg,171_2.jpg,171_3.jpg,-0.12217453699999999,0.853812088,-0.117718227,0.06734013900000001,0.031860822999999996,0.029255684,table,blimp,table,furniture,vehicle,furniture,-0.03547931599999999,0.975986625,im2,im1,left,right,171_2.jpg,171_3.jpg,right,left,1.0,V2,403,2,right,0.5440404969995143,Image2,1.0,0.0,1,behavior,32.11653170599857,36.13291908300016,40.14965741299966,0.0,2,3,6,12,Image2,1.0,0.0,0.5440404969995143
778,8,273_1.jpg,273_2.jpg,273_3.jpg,-0.22593119899999997,0.738836072,-0.200418205,0.06709720799999999,0.008009294,-0.0012306189999999999,daisy,quad,flower,plant,Unclassified,plant,-0.05908791400000001,0.9647672709999999,im2,im1,right,left,273_3.jpg,273_2.jpg,left,right,1.0,V2,403,1,left,0.5899321270007931,Image2,1.0,1.0,1,behavior,47.166577905998565,53.183010242999444,59.19994800599852,0.0,4,5,5,12,Image2,1.0,1.0,0.5899321270007931
779,8,250_1.jpg,250_2.jpg,250_3.jpg,-0.32632122399999997,0.39457985100000004,-0.212036571,0.073281412,0.055776837999999995,0.033979087000000005,paddle,cheetah,screwdriver,Unclassified,animal,tool,-0.017504574000000002,0.720901075,im2,im1,right,left,250_3.jpg,250_2.jpg,left,right,1.0,V2,403,2,left,0.9479591990002518,Image1,0.0,0.0,1,behavior,65.216323654,73.23321583699908,78.24964985599945,1.0,6,4,3,12,Image1,0.0,0.0,0.9479591990002518
780,8,272_1.jpg,272_2.jpg,272_3.jpg,-0.19376516800000002,0.781010013,-0.23678042,0.087093533,0.037144517,0.040795209,fondue,panda,drink,food,animal,Unclassified,-0.049949016,0.974775181,im2,im1,left,right,272_2.jpg,272_3.jpg,right,left,1.0,V2,403,2,right,0.7301410620002571,Image2,1.0,0.0,1,behavior,82.26619257399943,88.28298961299879,94.29996095199931,0.0,4,5,3,12,Image2,1.0,0.0,0.7301410620002571
781,8,151_1.jpg,151_2.jpg,151_3.jpg,-0.019620257,0.702457625,-0.079696566,0.072394428,0.101877467,0.041219145,raincoat,microwave,raincoat,clothing,kitchen appliance,clothing,0.029483039000000006,0.722077882,im2,im2,left,right,151_2.jpg,151_3.jpg,right,right,1.0,V2,403,2,right,0.5673580799993942,Image2,1.0,0.0,1,behavior,98.31628647499929,104.3332002469997,110.34956487699856,1.0,4,5,6,12,Image2,1.0,0.0,0.5673580799993942
782,8,40_1.jpg,40_2.jpg,40_3.jpg,-0.15032852800000002,0.4485433,-0.143408624,0.028729646,0.04761220099999999,0.066465059,cashew,guillotine,marble,fruit,Unclassified,Unclassified,0.018882555,0.5988718279999999,im2,im2,right,right,40_3.jpg,40_2.jpg,left,left,1.0,V2,403,1,right,0.6458714510008576,Image2,1.0,1.0,1,behavior,117.36649710500024,123.38294594099898,127.39991806299986,1.0,4,3,6,12,Image2,1.0,1.0,0.6458714510008576
783,8,217_1.jpg,217_2.jpg,217_3.jpg,0.187363709,0.422328586,0.125522482,0.140930162,0.02017328,0.035863518999999996,backpack,fingerprint,chalk,container,Unclassified,Unclassified,-0.120756882,0.234964877,im2,im1,left,right,217_2.jpg,217_3.jpg,right,left,1.0,V2,403,1,right,0.9558074050000869,Image1,0.0,1.0,1,behavior,134.41626362499846,142.43323486899862,150.44969811499868,1.0,6,7,4,12,Image1,0.0,1.0,0.9558074050000869
784,8,248_1.jpg,248_2.jpg,248_3.jpg,-0.096250319,0.506948895,-0.034264786,0.123096145,-0.011979891000000001,0.032814872,drawer,earwig,popsicle,container,animal,dessert,-0.13507603599999998,0.603199214,im2,im1,right,right,248_3.jpg,248_2.jpg,left,right,1.0,V2,403,1,right,0.8260178839991568,Image2,1.0,1.0,1,behavior,155.46644417099924,163.48300897899935,170.49993655599974,0.0,6,6,3,12,Image2,1.0,1.0,0.8260178839991568
785,8,188_1.jpg,188_2.jpg,188_3.jpg,-0.245883237,0.84917015,-0.263421326,0.011668088,0.146496554,0.060820768,tab,reindeer,tab,Unclassified,animal,Unclassified,0.134828466,1.095053387,im2,im2,right,left,188_3.jpg,188_2.jpg,left,left,1.0,V2,403,1,left,0.5918636539990985,Image2,1.0,1.0,1,behavior,174.51627425599872,181.5332227609997,187.54961521299992,1.0,5,5,5,12,Image2,1.0,1.0,0.5918636539990985
786,8,241_1.jpg,241_2.jpg,241_3.jpg,-0.11417510199999999,0.49160264299999995,0.126998046,0.045334969,0.075995061,0.064095252,thimble,ram,thumbtack,container,animal,Unclassified,0.030660092000000003,0.605777745,im2,im2,left,left,241_2.jpg,241_3.jpg,right,right,1.0,V2,403,2,left,0.5732652120004786,Image2,1.0,0.0,1,behavior,193.56649211399963,199.58293818699894,206.59996008899907,1.0,4,6,3,12,Image2,1.0,0.0,0.5732652120004786
787,8,143_1.jpg,143_2.jpg,143_3.jpg,-0.215642367,0.39744538700000004,-0.195344517,0.07923021,0.013131398999999998,0.024012451,juicer2,pheasant,sawhorse,animal,animal,Unclassified,-0.066098811,0.6130877539999999,im2,im1,left,right,143_2.jpg,143_3.jpg,right,left,1.0,V2,403,1,right,0.7550019639984384,Image1,0.0,1.0,1,behavior,210.61627457299983,218.6331846510002,224.6496651339985,1.0,6,5,5,12,Image1,0.0,1.0,0.7550019639984384
788,8,5_1.jpg,5_2.jpg,5_3.jpg,0.169581597,0.28517740199999997,-0.008113298,0.125528209,0.030488348,0.053019699,orange_rind,duckling,stove1,Unclassified,animal,animal,-0.09503986099999999,0.11559580500000002,im2,im1,right,left,5_3.jpg,5_2.jpg,left,right,1.0,V2,403,2,left,0.7858102820009663,Image1,0.0,0.0,1,behavior,230.6665878240001,235.68300429899864,241.69988309200016,1.0,3,5,5,12,Image1,0.0,0.0,0.7858102820009663
789,8,108_1.jpg,108_2.jpg,108_3.jpg,0.09345259199999999,0.215968921,-0.02503816,0.039548011,0.173736757,0.040286105,drink,chipmunk,saxophone,Unclassified,animal,musical instrument,0.134188746,0.122516329,im2,im2,left,right,108_2.jpg,108_3.jpg,right,right,1.0,V2,403,2,right,0.9190134350010339,Image2,1.0,0.0,1,behavior,247.7162764200002,256.7332033619987,262.74966910999865,1.0,7,5,3,12,Image2,1.0,0.0,0.9190134350010339
